id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1479128181634441217,1479128181634441217,2022-01-06 13:30:14 Hora Padrão de Buenos Aires,2022-01-06,13:30:14,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Olha só o avanço do Contorno de Jataí, aguardado há uma década e retomado no gov. do presidente @jairbolsonaro. Concretagem da 5a aduela concluída e forma da 6a em andamento. Estrutura desvia o fluxo de carga da área urbana, melhorando escoamento do agro e segurança do condutor.  https://t.co/GyL2gpVGw9",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],73,563,2418,[],[],https://twitter.com/tarcisiogdf/status/1479128181634441217,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1479128031784583178/pu/img/ipCyZZyyRu1ZrKvH.jpg,,,,,,,[],,,,
1478497190939086853,1478497190939086853,2022-01-04 19:42:54 Hora Padrão de Buenos Aires,2022-01-04,19:42:54,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Obras de ampliação e modernização finalizadas e capacidade do Aeroporto de Montes Claros (MG), passa de 800 mil para 1,5 milhão de passageiros/ano. Trabalho da @infraero para agregar valor ao principal terminal do Norte de MG, q será concedido na 7ª e última rodada de aeroportos.  https://t.co/v05hd1RbZ4",pt,"[{'screen_name': 'infraero', 'name': 'infraero aeroportos', 'id': '224626669'}]",[],"['https://pbs.twimg.com/media/FIStWl4XIAMbd4y.jpg', 'https://pbs.twimg.com/media/FIStWlpXIAggV4z.jpg']",96,1069,5570,[],[],https://twitter.com/tarcisiogdf/status/1478497190939086853,False,,1,https://pbs.twimg.com/media/FIStWl4XIAMbd4y.jpg,,,,,,,[],,,,
1478429722132594692,1478429722132594692,2022-01-04 15:14:48 Hora Padrão de Buenos Aires,2022-01-04,15:14:48,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,Resultados positivos do programa de concessões do @govbr em destaque no @FT. O 🌍 percebe a dimensão do q está sendo feito aqui. Já são 131 ativos leiloados e + de R$ 850 bi contratados. Chegamos a 2022 prontos p/ o ano + intenso em marteladas até agora.  https://t.co/tjUvSPRbyp,pt,"[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'ft', 'name': 'financial times', 'id': '18949452'}]",['https://on.ft.com/335J1Xu'],[],74,798,3873,[],[],https://twitter.com/tarcisiogdf/status/1478429722132594692,False,,0,,,,,,,,[],,,,
1478152258621775876,1478124278415511554,2022-01-03 20:52:15 Hora Padrão de Buenos Aires,2022-01-03,20:52:15,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,@DouglasLiberat2 Entendo que sim.,pt,[],[],[],2,11,126,[],[],https://twitter.com/tarcisiogdf/status/1478152258621775876,False,,0,,,,,,,,"[{'screen_name': 'DouglasLiberat2', 'name': 'Douglas Liberato', 'id': '1103450536035131392'}]",,,,
1478152010088304645,1478124278415511554,2022-01-03 20:51:16 Hora Padrão de Buenos Aires,2022-01-03,20:51:16,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,@Jacariana Sou fã!,pt,[],[],[],3,11,151,[],[],https://twitter.com/tarcisiogdf/status/1478152010088304645,False,,0,,,,,,,,"[{'screen_name': 'Jacariana', 'name': 'Jacqueline', 'id': '3039924747'}]",,,,
1478124425581051909,1478124278415511554,2022-01-03 19:01:39 Hora Padrão de Buenos Aires,2022-01-03,19:01:39,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"São 15 mil toneladas de trilhos que irão ligar Caetité a Bom Jesus da Lapa no encontro com a Ponte do Rio São Francisco. E o melhor? Recurso 100% privado, fruto da criatividade e ousadia do investimento cruzado. Legado do presidente @jairbolsonaro.  https://t.co/tTkSa1bqte",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],['https://pbs.twimg.com/media/FINaVEEXsAYemb5.jpg'],32,648,3249,[],[],https://twitter.com/tarcisiogdf/status/1478124425581051909,False,,1,https://pbs.twimg.com/media/FINaVEEXsAYemb5.jpg,,,,,,,[],,,,
1478124278415511554,1478124278415511554,2022-01-03 19:01:04 Hora Padrão de Buenos Aires,2022-01-03,19:01:04,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Vocês gostam de evidências? Eu também. E aqui vai + uma de que a revolução ferroviária já está acontecendo no 🇧🇷. Última remessa de trilhos do lote 5 da FIOL 2, que vai ligar Caitité a Barreiras, desembarcou no Porto de Salvador e já está no canteiro de obras, lá em Guanambi/BA.  https://t.co/YXEsIldRJb",pt,[],[],[],236,2891,11628,[],[],https://twitter.com/tarcisiogdf/status/1478124278415511554,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1478124222975258628/pu/img/UsegbSjgWVvEOHx_.jpg,,,,,,,[],,,,
1478024216607965184,1478024216607965184,2022-01-03 12:23:28 Hora Padrão de Buenos Aires,2022-01-03,12:23:28,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,Equipes do @DNIToficial não pararam durante este fim de ano e atuação junto à @defesacivilbr segue firme nas rodovias federais afetadas pelas chuvas no sul da Bahia. Acompanhe aqui as últimas atualizações 👇,pt,"[{'screen_name': 'dnitoficial', 'name': 'dnit', 'id': '455069103'}, {'screen_name': 'defesacivilbr', 'name': 'defesa civil nacional', 'id': '1400467400613584898'}]",[],[],17,295,1920,[],[],https://twitter.com/tarcisiogdf/status/1478024216607965184,False,https://twitter.com/DNIToficial/status/1477997482739122177,0,,,,,,,,[],,,,
1478002079079751684,1478002079079751684,2022-01-03 10:55:30 Hora Padrão de Buenos Aires,2022-01-03,10:55:30,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Em oração pela pronta recuperação do presidente @jairbolsonaro, que está internado em São Paulo e passa por exames. Desejo muita força neste momento e estou certo de que muito em breve estará de volta à ativa.",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],645,2232,19124,[],[],https://twitter.com/tarcisiogdf/status/1478002079079751684,False,,0,,,,,,,,[],,,,
1477676437368975365,1477676437368975365,2022-01-02 13:21:31 Hora Padrão de Buenos Aires,2022-01-02,13:21:31,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Muito bom começar 2022 acompanhando uma das grandes entregas que teremos este ano. A Ponte do Xambioá, que sobre o Rio Araguaia vai ligar o TO ao PA pela BR-153 para libertar a população de mais uma travessia por balsa. Obra c/ início e fim no governo do presidente @jairbolsonaro  https://t.co/qw3ThUj0XR",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],271,2727,11904,[],[],https://twitter.com/tarcisiogdf/status/1477676437368975365,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1477676364010512387/pu/img/R8x4UKU6_6QBgrZ9.jpg,,,,,,,[],,,,
1477112242520920065,1477112242520920065,2021-12-31 23:59:36 Hora Padrão de Buenos Aires,2021-12-31,23:59:36,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"“A Esperança não murcha, ela não cansa,  Também como ela não sucumbe a Crença,  Vão-se sonhos nas asas da Descrença,  Voltam sonhos nas asas da Esperança.” (Augusto dos Anjos) Que o ano novo chegue trazendo esperança. Feliz 2022!  https://t.co/fvnoEHuN9f",pt,[],[],['https://pbs.twimg.com/media/FH_BwLaXsAMTbzH.jpg'],198,728,5778,[],[],https://twitter.com/tarcisiogdf/status/1477112242520920065,False,,1,https://pbs.twimg.com/media/FH_BwLaXsAMTbzH.jpg,,,,,,,[],,,,
1477004059848630272,1477004059848630272,2021-12-31 16:49:43 Hora Padrão de Buenos Aires,2021-12-31,16:49:43,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Aconteceu mta coisa em 21. Grandes obras, investimentos robustos, transformações aguardadas há mto tempo. Estamos satisfeitos c/ tanta coisa boa que conseguimos entregar para o 🇧🇷, mas conscientes de q há mto há ser feito e confiantes de q 2022 será ainda melhor. Feliz ano novo!  https://t.co/vMh8BdQjG9",pt,[],[],[],579,2107,11096,[],[],https://twitter.com/tarcisiogdf/status/1477004059848630272,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1477003989187235842/pu/img/cuIsbpEAPAqAfSyb.jpg,,,,,,,[],,,,
1476961414501875718,1476961414501875718,2021-12-31 14:00:16 Hora Padrão de Buenos Aires,2021-12-31,14:00:16,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"No último dia do ano, a gente comemora + um mês em q o @minfraestrutura levou boas notícias para tantos cantos. Ritmo intenso p/ fechar dezembro c/ 14 entregas q garantiram estradas + seguras, aeroportos mais robustos, navegabilidade em nossos rios e tantos outros avanços pelo 🇧🇷  https://t.co/5QqPja87xP",pt,"[{'screen_name': 'minfraestrutura', 'name': 'ministério da infraestrutura', 'id': '523331076'}]",[],['https://pbs.twimg.com/media/FH84k0XWUAkkPq_.jpg'],49,534,2782,[],[],https://twitter.com/tarcisiogdf/status/1476961414501875718,False,,1,https://pbs.twimg.com/media/FH84k0XWUAkkPq_.jpg,,,,,,,[],,,,
1476909503266410501,1476909503266410501,2021-12-31 10:33:59 Hora Padrão de Buenos Aires,2021-12-31,10:33:59,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Esse foi um ano de desenvolvimento na infra da região Sul: 300 km novas de pistas e restaurações, além da maior obra de aviação regional do 🇧🇷, o Aeroporto de Maringá, e a concessão de 9 terminais aeroportuários. E em 22 vêm aí os leilões das rodovias do Paraná. #NasceONovoBrasil  https://t.co/cUY1gsnACj",pt,[],[],[],40,508,2492,['nasceonovobrasil'],[],https://twitter.com/tarcisiogdf/status/1476909503266410501,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1476909400270979074/pu/img/fM06zMG7F4V7DwoS.jpg,,,,,,,[],,,,
1476685029942210563,1476685029942210563,2021-12-30 19:42:01 Hora Padrão de Buenos Aires,2021-12-30,19:42:01,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Fechamos um ano de mta entrega boa p/ o Sudeste. E como não falar da Nova Dutra, maior leilão rodoviário da nossa história, c/ R$ 15 bi contratados e redução do preço do pedágio. Foi investido R$ 1,8 bi nas 18 obras em todos os modais. E 2022 vem aí c/ mto mais. #NasceONovoBrasil  https://t.co/ZfDO2DCkHF",pt,[],[],[],65,742,3449,['nasceonovobrasil'],[],https://twitter.com/tarcisiogdf/status/1476685029942210563,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1476684972127920129/pu/img/r3MUoXm0OuehMQKr.jpg,,,,,,,[],,,,
1476636889612443652,1476636762566967298,2021-12-30 16:30:43 Hora Padrão de Buenos Aires,2021-12-30,16:30:43,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Além dos quase R$ 40 bilhões contratados, foi um ano de grandes avanços na estruturação de projetos de ativos importantes. No próximo ano, teremos mais de 50 leilões e estamos confiantes de que 2022 será repleto de realizações em função do que foi construído ao longo de 2021.  https://t.co/t06BCDknqG",pt,[],[],[],15,177,1010,[],[],https://twitter.com/tarcisiogdf/status/1476636889612443652,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1476636797094477826/pu/img/g4VPpqGKgd39sKs4.jpg,,,,,,,[],,,,
1476636762566967298,1476636762566967298,2021-12-30 16:30:13 Hora Padrão de Buenos Aires,2021-12-30,16:30:13,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Esse foi um ano em que os desafios impostos nos fizeram ousar ainda mais para trazer investimentos para o Brasil. Enfrentamos as adversidades, nos lançamos ao mercado e fizemos 39 leilões bem sucedidos, incluindo 22 aeroportos em meio a uma crise no setor sem precedentes.  https://t.co/6kWdRA0b4U",pt,[],[],[],65,897,4299,[],[],https://twitter.com/tarcisiogdf/status/1476636762566967298,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1476636539228729350/pu/img/He4Ij511TmldI38K.jpg,,,,,,,[],,,,
1476546794356158465,1476546794356158465,2021-12-30 10:32:43 Hora Padrão de Buenos Aires,2021-12-30,10:32:43,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Publicada MP reunindo 69 iniciativas do programa Voo Simples q atualizam normativo p/ modernizar, reduzir custos e gerar empregos na aviação geral. Gov. do presidente @jairbolsonaro promovendo melhorias estruturantes c/ a simplificação de procedimentos que já estavam obsoletos ✈️  https://t.co/6sd0Ta7o1C",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],['https://pbs.twimg.com/media/FH2_eehX0AILEi0.jpg'],49,736,3281,[],[],https://twitter.com/tarcisiogdf/status/1476546794356158465,False,,1,https://pbs.twimg.com/media/FH2_eehX0AILEi0.jpg,,,,,,,[],,,,
1476348368976756743,1476348368976756743,2021-12-29 21:24:15 Hora Padrão de Buenos Aires,2021-12-29,21:24:15,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,Efetivo do @DNIToficial segue mobilizado e algumas situações emergenciais como segmentos bloqueados na BR-349/BA e BR-330/BA já solucionadas. Acompanhe aqui a atualização do trabalho que vem sendo feito pelas equipes nas regiões atingidas pela chuva na Bahia 👇,pt,"[{'screen_name': 'dnitoficial', 'name': 'dnit', 'id': '455069103'}]",[],[],14,411,1932,[],[],https://twitter.com/tarcisiogdf/status/1476348368976756743,False,https://twitter.com/DNIToficial/status/1476302052317933580,0,,,,,,,,[],,,,
1476312754130726914,1476312754130726914,2021-12-29 19:02:43 Hora Padrão de Buenos Aires,2021-12-29,19:02:43,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"Equipes do @dnitoficial estão atuando dia e noite p/ dar pronta resposta às emergências. Em menos de 24h restabelecemos o tráfego na BR-349, entre Bom Jesus da Lapa e São Félix do Coribe. Seguindo orientação do presidente @jairbolsonaro, não deixaremos nenhuma região desassistida  https://t.co/mNwcEdAQBZ",pt,"[{'screen_name': 'dnitoficial', 'name': 'dnit', 'id': '455069103'}, {'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],325,2660,11436,[],[],https://twitter.com/tarcisiogdf/status/1476312754130726914,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1476312700414308353/pu/img/nqH8YZaqx3lnkPQx.jpg,,,,,,,[],,,,
1476270938643652616,1476244988933861376,2021-12-29 16:16:34 Hora Padrão de Buenos Aires,2021-12-29,16:16:34,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,"@MarthaSeillier @ppinvestimentos @claudiocastroRJ @nicolamiccione @rogeriosmarinho @bndes Ótima notícia para o Rio de Janeiro e para o Brasil, @MarthaSeillier. A capacidade de atração de investimentos e geração de empregos a partir do saneamento é enorme e já está sendo transformadora para o Brasil. Parabéns a todos os envolvidos 🇧🇷.",pt,"[{'screen_name': 'marthaseillier', 'name': 'martha seillier', 'id': '922461192966365184'}]",[],[],4,87,627,[],[],https://twitter.com/tarcisiogdf/status/1476270938643652616,False,,0,,,,,,,,"[{'screen_name': 'MarthaSeillier', 'name': 'Martha Seillier', 'id': '922461192966365184'}, {'screen_name': 'ppinvestimentos', 'name': 'Programa de Parcerias de Investimentos', 'id': '775320812047958016'}, {'screen_name': 'claudiocastroRJ', 'name': 'Cláudio Castro', 'id': '74792468'}, {'screen_name': 'nicolamiccione', 'name': 'Nicola Miccione', 'id': '53675123'}, {'screen_name': 'rogeriosmarinho', 'name': 'Rogério Marinho', 'id': '52189996'}, {'screen_name': 'bndes', 'name': 'BNDES', 'id': '129892683'}]",,,,
1475959303559389185,1475959303559389185,2021-12-28 19:38:14 Hora Padrão de Buenos Aires,2021-12-28,19:38:14,-0300,1078618844007157761,tarcisiogdf,Tarcísio Gomes de Freitas,,Efetivo do @DNIToficial segue mobilizado 24/7 p/ dar socorro aos municípios afetados pelas chuvas na Bahia. Equipes estão trabalhando na recuperação de erosões e retirada de entulhos trazidos pelas chuvas. Os segmentos impactados pelo alto volume de água estão sendo monitorados👇,pt,"[{'screen_name': 'dnitoficial', 'name': 'dnit', 'id': '455069103'}]",[],[],33,436,2143,[],[],https://twitter.com/tarcisiogdf/status/1475959303559389185,False,https://twitter.com/DNIToficial/status/1475924111574585348,0,,,,,,,,[],,,,
