id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1479173436228489217,1479173436228489217,2022-01-06 16:30:03 Hora Padrão de Buenos Aires,2022-01-06,16:30:03,-0300,84141432,joaoromaneto,João Roma,,"Não se trata apenas de mais uma escola. Essa é uma escola que simboliza toda uma jornada. De início, nós temos conectados a essa ação mais de 220 mil pessoas na Bahia, então, isso traz para essa obra tangível, o intangível infinito.  https://t.co/yslOEaLXwX",pt,[],['https://api.jrn.news/a2lXN'],[],2,28,88,[],[],https://twitter.com/joaoromaneto/status/1479173436228489217,False,,0,,,,,,,,[],,,,
1478766143020150784,1478766128910540811,2022-01-05 13:31:37 Hora Padrão de Buenos Aires,2022-01-05,13:31:37,-0300,84141432,joaoromaneto,João Roma,,"Por orientação do Presidente @jairbolsonaro, estivemos nas áreas atingidas para entender as necessidades urgentes da população da região e direcionar recursos e equipes para amparar as famílias que estão precisando de acolhimento nesse momento de calamidade.  https://t.co/9Jnv00bx19",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],"['https://pbs.twimg.com/media/FIWh9lhXIAMK3aa.jpg', 'https://pbs.twimg.com/media/FIWh-DtXMAgJ2ai.jpg']",5,44,203,[],[],https://twitter.com/joaoromaneto/status/1478766143020150784,False,,1,https://pbs.twimg.com/media/FIWh9lhXIAMK3aa.jpg,,,,,,,[],,,,
1478766128910540811,1478766128910540811,2022-01-05 13:31:33 Hora Padrão de Buenos Aires,2022-01-05,13:31:33,-0300,84141432,joaoromaneto,João Roma,,"Estivemos em Teresina, no Piauí, junto com o ministro @ciro_nogueira, para visitar mais uma cidade do nosso querido nordeste que vem sofrendo em consequência das fortes chuvas.  https://t.co/kYz0CxLwbJ",pt,"[{'screen_name': 'ciro_nogueira', 'name': 'ciro nogueira', 'id': '67098726'}]",[],"['https://pbs.twimg.com/media/FIWh8oAXoAkvpMx.jpg', 'https://pbs.twimg.com/media/FIWh9BzX0AEE4lz.jpg']",26,303,1485,[],[],https://twitter.com/joaoromaneto/status/1478766128910540811,False,,1,https://pbs.twimg.com/media/FIWh8oAXoAkvpMx.jpg,,,,,,,[],,,,
1478348539289821190,1478348539289821190,2022-01-04 09:52:12 Hora Padrão de Buenos Aires,2022-01-04,09:52:12,-0300,84141432,joaoromaneto,João Roma,,"Presidente @jairbolsonaro, desejo uma rápida recuperação. Deus o ilumine.  https://t.co/zyid15yr9L",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],['https://pbs.twimg.com/media/FIQmKYNXoAQVHMK.jpg'],80,299,3787,[],[],https://twitter.com/joaoromaneto/status/1478348539289821190,False,,1,https://pbs.twimg.com/media/FIQmKYNXoAQVHMK.jpg,,,,,,,[],,,,
1478151445706903554,1478151436965978118,2022-01-03 20:49:02 Hora Padrão de Buenos Aires,2022-01-03,20:49:02,-0300,84141432,joaoromaneto,João Roma,,"Até o final desse mês, teremos 110 médicos atendendo os baianos que têm sofrido com os efeitos desastrosos das chuvas. Tenho muito orgulho em integrar um governo que não tem medido esforços para acolher os cidadãos mais vulneráveis.  https://t.co/0IVR6SZ930",pt,[],[],"['https://pbs.twimg.com/media/FINy5zJX0AMHKA_.jpg', 'https://pbs.twimg.com/media/FINy5y_XoAEIWA9.jpg']",4,56,245,[],[],https://twitter.com/joaoromaneto/status/1478151445706903554,False,,1,https://pbs.twimg.com/media/FINy5zJX0AMHKA_.jpg,,,,,,,[],,,,
1478151436965978118,1478151436965978118,2022-01-03 20:48:59 Hora Padrão de Buenos Aires,2022-01-03,20:48:59,-0300,84141432,joaoromaneto,João Roma,,"Estivemos em Ilhéus (BA) para acompanhar os profissionais de saúde enviados pelo @govbr, por meio do @minsaude , através do programa Médicos pelo Brasil. Esses profissionais vão reforçar o atendimento na atenção primária, uma das prioridades do governo @jairbolsonaro.  https://t.co/GgXs35EnSW",pt,"[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}, {'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],['https://pbs.twimg.com/media/FINy5PFXIAAhy_0.jpg'],74,415,2239,[],[],https://twitter.com/joaoromaneto/status/1478151436965978118,False,,1,https://pbs.twimg.com/media/FINy5PFXIAAhy_0.jpg,,,,,,,[],,,,
1478019332856766466,1478019325139329039,2022-01-03 12:04:03 Hora Padrão de Buenos Aires,2022-01-03,12:04:03,-0300,84141432,joaoromaneto,João Roma,,"Eu, o ministro @mqueiroga2 e a ministra @DamaresAlves  estamos a caminho de Ilhéus para o compromisso que o presidente @jairbolsonaro nos confiou: continuar nessas regiões até que o @govbr consiga atender as necessidades urgentes dos baianos que têm sofrido com essa tragédia.  https://t.co/eHB5tNcFa0",pt,"[{'screen_name': 'mqueiroga2', 'name': 'marcelo queiroga', 'id': '2823869072'}, {'screen_name': 'damaresalves', 'name': 'damares alves', 'id': '1083774484123975680'}, {'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}, {'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]",[],"['https://pbs.twimg.com/media/FIL6v5JXsAQQpwu.jpg', 'https://pbs.twimg.com/media/FIL6v5TXwAA9RZh.jpg']",6,39,195,[],[],https://twitter.com/joaoromaneto/status/1478019332856766466,False,,1,https://pbs.twimg.com/media/FIL6v5JXsAQQpwu.jpg,,,,,,,[],,,,
1478019325139329039,1478019325139329039,2022-01-03 12:04:02 Hora Padrão de Buenos Aires,2022-01-03,12:04:02,-0300,84141432,joaoromaneto,João Roma,,"Começamos o novo ano com uma missão importante: cuidar da saúde da população afetada pelas fortes chuvas na Bahia. O @minsaude, representado pelo ministro @mqueiroga2, apresentou parte da equipe médica que irá trabalhar para cuidar dos baianos.  https://t.co/9Q5UyoFntd",pt,"[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}, {'screen_name': 'mqueiroga2', 'name': 'marcelo queiroga', 'id': '2823869072'}]",[],['https://pbs.twimg.com/media/FIL6vYJXwAcIfgF.jpg'],15,255,1179,[],[],https://twitter.com/joaoromaneto/status/1478019325139329039,False,,1,https://pbs.twimg.com/media/FIL6vYJXwAcIfgF.jpg,,,,,,,[],,,,
1477970835122143235,1477970835122143235,2022-01-03 08:51:21 Hora Padrão de Buenos Aires,2022-01-03,08:51:21,-0300,84141432,joaoromaneto,João Roma,,"Recepção dos médicos que irão atuar na linha de frente, atendendo as vítimas das fortes chuvas na Bahia. Após a cerimônia, nossa comitiva segue para Ilhéus com os profissionais. #JuntosPelaBahia  https://t.co/DtKUGIZ8iK",pt,[],['https://youtu.be/gFZ5D9PxVRM'],[],3,126,645,['juntospelabahia'],[],https://twitter.com/joaoromaneto/status/1477970835122143235,False,,0,,,,,,,,[],,,,
1476688595759026181,1476688595759026181,2021-12-30 19:56:11 Hora Padrão de Buenos Aires,2021-12-30,19:56:11,-0300,84141432,joaoromaneto,João Roma,,"Esse é o momento de estarmos #JuntosPelaBahia, para minimizar o sofrimento do nosso povo, buscar o quanto antes a superação desse momento de dificuldade.  https://t.co/tl91aLca9h",pt,[],['https://api.jrn.news/zFaRZ'],[],7,46,174,['juntospelabahia'],[],https://twitter.com/joaoromaneto/status/1476688595759026181,False,,0,,,,,,,,[],,,,
1476617686490796036,1476617682812379137,2021-12-30 15:14:25 Hora Padrão de Buenos Aires,2021-12-30,15:14:25,-0300,84141432,joaoromaneto,João Roma,,"Então, esse é o momento de acolhimento dessas pessoas. Passado as expectativas onde nós temos que buscar mobilizar o sofrimento da população e acolher todas essas pessoas.",pt,[],[],[],0,32,210,[],[],https://twitter.com/joaoromaneto/status/1476617686490796036,False,,0,,,,,,,,[],,,,
