id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1478001480649039877,1477979938896715780,2022-01-03 10:53:07 Hora Padrão de Buenos Aires,2022-01-03,10:53:07,-0300,270399607,terezacrisms,Tereza Cristina,,"@jairbolsonaro Melhoras, Presidente @jairbolsonaro. Em oração pela sua recuperação.",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],10,27,673,[],[],https://twitter.com/TerezaCrisMS/status/1478001480649039877,False,,0,,,,,,,,"[{'screen_name': 'jairbolsonaro', 'name': 'Jair M. Bolsonaro', 'id': '128372940'}]",,,,
1478001316739915777,1478001316739915777,2022-01-03 10:52:28 Hora Padrão de Buenos Aires,2022-01-03,10:52:28,-0300,270399607,terezacrisms,Tereza Cristina,,"Melhoras, Presidente @jairbolsonaro. Em oração pela sua recuperação.",pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],187,437,5370,[],[],https://twitter.com/TerezaCrisMS/status/1478001316739915777,False,https://twitter.com/jairbolsonaro/status/1477979938896715780,0,,,,,,,,[],,,,
1477685573775208454,1477685573775208454,2022-01-02 13:57:49 Hora Padrão de Buenos Aires,2022-01-02,13:57:49,-0300,270399607,terezacrisms,Tereza Cristina,,Mais uma beneficiária do Programa #AgroResidência. Criado pelo governo @jairbolsonaro para incentivar os jovens a trabalharem no campo.,pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],14,164,818,['agroresidência'],[],https://twitter.com/TerezaCrisMS/status/1477685573775208454,False,https://twitter.com/Mapa_Brasil/status/1477679830728589312,0,,,,,,,,[],,,,
1477408151465037832,1477408151465037832,2022-01-01 19:35:26 Hora Padrão de Buenos Aires,2022-01-01,19:35:26,-0300,270399607,terezacrisms,Tereza Cristina,,"Com muita tristeza, recebi a notícia do falecimento do Dr. Luciano Carvalho. Grande nome do nosso #agro e da política agrícola. Foi secretário substituto do setor no @Mapa_Brasil. Meus sinceros sentimentos aos familiares e amigos. Descanse em paz!",pt,"[{'screen_name': 'mapa_brasil', 'name': 'ministério da agricultura', 'id': '2803613940'}]",[],[],37,223,2758,['agro'],[],https://twitter.com/TerezaCrisMS/status/1477408151465037832,False,,0,,,,,,,,[],,,,
1477359270622597121,1477359270622597121,2022-01-01 16:21:12 Hora Padrão de Buenos Aires,2022-01-01,16:21:12,-0300,270399607,terezacrisms,Tereza Cristina,,Feliz 2022 a todos vocês!,pt,[],[],[],89,280,1938,[],[],https://twitter.com/TerezaCrisMS/status/1477359270622597121,False,https://twitter.com/Mapa_Brasil/status/1477204196843667458,0,,,,,,,,[],,,,
1475621882238017538,1475621882238017538,2021-12-27 21:17:27 Hora Padrão de Buenos Aires,2021-12-27,21:17:27,-0300,270399607,terezacrisms,Tereza Cristina,,Mais um depoimento do #AgroResidência. Dessa vez  lá do Mato Grosso do Sul. Governo @jairbolsonaro incentiva os jovens no campo. #agro.,pt,"[{'screen_name': 'jairbolsonaro', 'name': 'jair m. bolsonaro', 'id': '128372940'}]",[],[],13,146,709,"['agroresidência', 'agro']",[],https://twitter.com/TerezaCrisMS/status/1475621882238017538,False,https://twitter.com/Mapa_Brasil/status/1475526987456389129,0,,,,,,,,[],,,,
1474502698254884867,1474502698254884867,2021-12-24 19:10:12 Hora Padrão de Buenos Aires,2021-12-24,19:10:12,-0300,270399607,terezacrisms,Tereza Cristina,,Um Natal repleto de paz e amor a todos vocês! Que o verdadeiro significado dessa data possa encher os nossos corações de esperança: o nascimento de Jesus! #feliznatal,pt,[],[],[],71,134,1134,['feliznatal'],[],https://twitter.com/TerezaCrisMS/status/1474502698254884867,False,https://twitter.com/Mapa_Brasil/status/1474500130204098564,0,,,,,,,,[],,,,
1474200012435427329,1474200010686443528,2021-12-23 23:07:26 Hora Padrão de Buenos Aires,2021-12-23,23:07:26,-0300,270399607,terezacrisms,Tereza Cristina,,"É bom que tenhamos importado muito, mas estamos trabalhando para reduzir essa dependência no longo prazo. O governo deve lançar em breve o Plano Nacional de Fertilizantes, com políticas para estimular a produção interna.",pt,[],[],[],39,235,1481,[],[],https://twitter.com/TerezaCrisMS/status/1474200012435427329,False,,0,,,,,,,,[],,,,
1474200010686443528,1474200010686443528,2021-12-23 23:07:26 Hora Padrão de Buenos Aires,2021-12-23,23:07:26,-0300,270399607,terezacrisms,Tereza Cristina,,"Vejam os números de importação de fertilizantes. Até nov/21, o Brasil já importou 38,3 milhões de toneladas, 22,5% a mais que no ano passado! Em relação a outubro e novembro de 2020 o crescimento foi de 38,3% no total e 36,4% nos potássicos. É importante atentar para o preço.",pt,[],[],[],53,663,3630,[],[],https://twitter.com/TerezaCrisMS/status/1474200010686443528,False,,0,,,,,,,,[],,,,
1473395049643847685,1473395036146606086,2021-12-21 17:48:48 Hora Padrão de Buenos Aires,2021-12-21,17:48:48,-0300,270399607,terezacrisms,Tereza Cristina,,"O Módulo é essencial para os produtores acessarem os benefícios do Programa de Regularização Ambiental. Precisamos seguir um caminho de bom senso e equilíbrio garantindo que os desafios sociais, econômicos e ambientais sejam abordados de forma integrada.  https://t.co/uxFwYnVJ1Y",pt,[],['http://bit.ly/3EibtSN'],[],5,44,272,[],[],https://twitter.com/TerezaCrisMS/status/1473395049643847685,False,,0,,,,,,,,[],,,,
